source,split,name,trim_db,target,lufs,tp,target_error,ceiling_pass,crest,crest400,lra,shortterm_spread,section_contrast,section_delta_from_control,attack_body,tone_max_delta,side_mid,side_mid_delta,correlation,limiter_max_gr,limiter_mean_gr,limiter_active_pct,sat_rms_gain,sat_peak_reduction,pre_landing_lufs,sha256,comp_low_max_gr,comp_low_mean_gr,comp_mid_max_gr,comp_mid_mean_gr,comp_high_max_gr,comp_high_mean_gr
coat,development,continuous_t14,0,-14,-14.0,-5.5,0.0,True,11.123487883311197,10.698748132094053,3.4,3.4000000000000004,5.371963650887569,0.4440444847419265,10.02127520605931,0.15210674797720358,-7.216154504016088,0.03714227204362519,0.6811080963329958,5.21942663192749,0.398468079402185,54.114197132800264,-0.01313845013900522,0.155441191402507,-9.585546628224156,362b418a809d62a71352547eda50d3e46b4963b9a1a90b68b312dab3ad7df0ff,1.2567870616912842,0.018276064532273546,0.34091973304748535,0.013738777689856544,0.0,0.0
coat,development,continuous_t9,0,-9,-9.5,-1.0,0.5,True,11.123487300301907,10.698747568196811,3.4,3.4000000000000004,5.371963656930223,0.4440444908941821,10.021274480835146,0.1521067466761039,-7.216154502479043,0.03714227376812218,0.6811080962396916,5.21942663192749,0.398468079402185,54.114197132800264,-0.01313845013900522,0.155441191402507,-9.585546628224156,7e53a8522b1dc0efe0127a69526918b657866a0a5de80206a181ac94ed328897,1.2567870616912842,0.018276064532273546,0.34091973304748535,0.013738777689856544,0.0,0.0
coat,development,control_t14,0,-14,-14.0,-7.6,0.0,True,8.949875118060563,8.621552428561616,3.1,3.0999999999999996,4.927919166145642,0.0,7.8615078923161965,0.0,-7.253296776059713,0.0,0.6833501777136441,2.4580039978027344,0.43153981484109966,67.26802319506118,2.2076525648571264,2.892228380458715,-7.374590607477136,750e6f184d574e5ce54b2735bbb997a8c0ae20200e31bcb8f423278359e8228d,1.2567870616912842,0.018276064532273546,0.34091973304748535,0.013738777689856544,0.0,0.0
coat,development,control_t9,0,-9,-9.0,-2.6,0.0,True,8.949874876481601,8.621552296821427,3.1,3.0999999999999996,4.927919166036041,0.0,7.861506762923337,0.0,-7.253296776247165,0.0,0.6833501777260184,2.4580039978027344,0.43153981484109966,67.26802319506118,2.2076525648571264,2.892228380458715,-7.374590607477136,639ac1dd5d049040d8b689636c08bf2890b39929b72601703d1b93938f6022ce,1.2567870616912842,0.018276064532273546,0.34091973304748535,0.013738777689856544,0.0,0.0
coat,development,density25_t14,0,-14,-14.0,-7.2,0.0,True,9.341436604617398,9.016211252510711,3.4,3.4000000000000004,5.2399685055840255,0.3120493394383832,8.272016366147763,0.10027080849757297,-7.249907977141195,0.0033887989185181766,0.683146890990473,2.3173446655273438,0.28962160643775997,55.22553210980168,2.296124688104651,2.3295447436997203,-7.797024012219021,fda7ef06b0bd2dcc8997796e99f38069e1861346dc6014a37b27287d268283ae,0.18968957662582397,0.0005413802062185137,0.0,0.0,0.0,0.0
coat,development,density25_t9,0,-9,-9.0,-2.2,0.0,True,9.341436276868933,9.016212636929115,3.4,3.4000000000000004,5.239968513086163,0.312049347050122,8.272016313688697,0.10027080332526772,-7.249907974973736,0.0033888012734291095,0.6831468908616135,2.3173446655273438,0.28962160643775997,55.22553210980168,2.296124688104651,2.3295447436997203,-7.797024012219021,dbdadd8538b12e24cd988d9c8dd4cb41cbb15283a31cef98de6932a595fedc71,0.18968957662582397,0.0005413802062185137,0.0,0.0,0.0,0.0
coat,development,density75_t14,0,-14,-14.0,-7.9,0.0,True,8.66031561129864,8.27424685817315,2.7,2.700000000000001,4.298024466728473,-0.6298946994171697,7.70534453010227,0.37358138070216285,-7.24262241124527,0.010674364814443393,0.6826881117989049,2.5849251747131348,0.5827437592467898,76.25703195676827,2.1361005018241768,3.376678165316191,-6.990857951021756,8ce6e0fb2fb4e20515d3ce979a4f6ae1edac814aa5515302e3cd8e845564c09a,2.9723377227783203,0.296560092139226,1.654556155204773,0.35077064442795025,0.36543115973472595,0.002084533228675613
coat,development,density75_t9,0,-9,-9.0,-2.9,0.0,True,8.660316193688208,8.274246592075489,2.7,2.7,4.2980244693517555,-0.6298946966842855,7.705344514456385,0.373581378887069,-7.242622411015604,0.01067436523156129,0.6826881117864385,2.5849251747131348,0.5827437592467898,76.25703195676827,2.1361005018241768,3.376678165316191,-6.990857951021756,8de8f415c60e01c6c6fa2f370187844e2a1aa04ed0c0caede42bf6b5d7061d19,2.9723377227783203,0.296560092139226,1.654556155204773,0.35077064442795025,0.36543115973472595,0.002084533228675613
coat,development,drive_t14,-12.0,-14,-14.0,-1.3,0.0,True,15.168510129402158,11.79328168924053,4.1,4.199999999999999,6.394721012166444,1.466801846020802,10.24204209399621,0.4483185928553297,-7.217206195953931,0.03609058010578181,0.6811689956991167,0.0,0.0,0.0,2.879783682432096,-2.328613468830573,-18.123105380882986,0c005c994d8a7c46d03f94c23692a0d7a53b7da5a1c73959644690d06b1ea8d0,0.0,0.0,0.0,0.0,0.0,0.0
coat,development,drive_t9,-1.5,-9,-9.0,-1.7,0.0,True,9.865621538950544,9.526800262136375,3.6,3.6000000000000005,5.54803536042979,0.6201161943937485,8.7869381631144,0.19515922627264892,-7.253373603256868,-7.682700970335077e-05,0.6833661384697333,2.122227668762207,0.159077641692179,37.058747117700904,2.394997031440372,1.7334364576850154,-8.333581681835097,c3dbc01578bd91c2543ae4b9429da78a7a840d9388c42a160a3fd394bcfdea23,0.9066061973571777,0.005540497351287358,0.1403420865535736,0.0017966532438009914,0.0,0.0
coat,development,sat_half_t14,0,-14,-14.0,-7.4,0.0,True,9.141087164884931,8.814794277449952,3.2,3.1599999999999984,4.976250605044129,0.04833143889848657,8.066215627494962,0.017059502995852682,-7.251602133489032,0.0016946425706807489,0.6832505764186455,2.6230130195617676,0.42517749879281364,65.72362361960485,1.9993486116483834,2.727219605809608,-7.5795667068656964,cbe6f856aeab7579a360b2341bfec713bd852f123820d91c8764e05254ad765b,1.2567870616912842,0.018276064532273546,0.34091973304748535,0.013738777689856544,0.0,0.0
coat,development,sat_half_t9,0,-9,-9.0,-2.4,0.0,True,9.141088792461655,8.814794056485166,3.2,3.1599999999999984,4.976250613106064,0.048331447070022904,8.066215838808917,0.017059500977641306,-7.251602133021406,0.0016946432257585187,0.6832505763928777,2.6230130195617676,0.42517749879281364,65.72362361960485,1.9993486116483834,2.727219605809608,-7.5795667068656964,3610aded27e59151c30e8fc6933118baeb9ebd978bc35ad4657555e15a09d497,1.2567870616912842,0.018276064532273546,0.34091973304748535,0.013738777689856544,0.0,0.0
coat,development,sat_off_t14,0,-14,-14.0,-5.4,0.0,True,11.137096608089543,10.724503438276813,3.4,3.4000000000000004,5.34358507822718,0.415665912081538,10.034064766066528,0.14334119395295275,-7.214726394499184,0.038570381560528944,0.6810207477560158,5.375471115112305,0.4176114199901521,55.24674631326721,0.0,0.0,-9.597089249528315,3e4da32297a686d8866811a09711ee94858e1372e8ce022df7fc3d2e02fe1efc,1.2567870616912842,0.018276064532273546,0.34091973304748535,0.013738777689856544,0.0,0.0
coat,development,sat_off_t9,0,-9,-9.6,-1.0,0.5999999999999996,True,11.137095090530657,10.724503879471646,3.4,3.4000000000000004,5.343585076801016,0.41566591076497517,10.034063829849739,0.1433411898946435,-7.214726392061155,0.03857038418601011,0.6810207476060482,5.375471115112305,0.4176114199901521,55.24674631326721,0.0,0.0,-9.597089249528315,0779a596c02acc0ef077147950e3b539634fc4218911a2ccb8171307cb78249b,1.2567870616912842,0.018276064532273546,0.34091973304748535,0.013738777689856544,0.0,0.0
piano,development,adapt0_t14,0,-14,-14.0,-4.0,0.0,True,12.422987448968517,10.267310336931729,10.2,10.3,11.397895590288787,-0.06570313296339769,7.500318035207905,0.1486338496944093,-1.730899367382496,0.29497936449340134,0.19940227517904782,2.084609270095825,0.028712354685356545,5.787088234632241,2.4558001635307827,1.6171960667260212,-11.123993225346892,73bd03b05b3f0d3ad6c6ee47050425df13af7ddf60ca9555cc82cadcbbc2c68d,0.03524867072701454,3.4187880163311005e-05,3.0083441734313965,0.2534223776047759,0.0,0.0
piano,development,adapt0_t9,0,-9,-11.0,-1.0,2.0,True,12.422986900869123,10.270503104929487,10.2,10.299999999999999,11.397895598442128,-0.06570313628738411,7.500318560697407,0.14863387907467285,-1.7308993678820892,0.2949793644139551,0.19940227523159607,2.084609270095825,0.028712354685356545,5.787088234632241,2.4558001635307827,1.6171960667260212,-11.123993225346892,8ddde70814d34a50024de2fe4e80f36c3371ed038dc95f5ca1986dd530f9381f,0.03524867072701454,3.4187880163311005e-05,3.0083441734313965,0.2534223776047759,0.0,0.0
piano,development,adapt100_t14,0,-14,-14.0,-3.7,0.0,True,12.751634057582265,10.31433308816657,10.3,10.3,11.520128537102854,0.0565298138506698,7.645830288509332,0.13992016871620194,-2.296669013627078,-0.2707902817511809,0.2619420074768871,1.9883276224136353,0.020735990874207813,4.288335831102465,2.4919794998505704,1.3834375102173069,-11.445990949859747,669a4106d1531f9417071a657c5fa551d2651e7decddafb5de259c8571567e1e,0.01648794673383236,1.0229676426536857e-05,2.9697377681732178,0.24156417603704383,0.0,0.0
piano,development,adapt100_t9,0,-9,-11.4,-1.0,2.4000000000000004,True,12.751634207459187,10.31569446716462,10.3,10.299999999999999,11.520128530895963,0.05652979616645126,7.6458295228084445,0.1399201264069596,-2.2966690158699015,-0.27079028357385715,0.2619420077149506,1.9883276224136353,0.020735990874207813,4.288335831102465,2.4919794998505704,1.3834375102173069,-11.445990949859747,b925d59cac7013f947115856d7eff942345b81362b933120ade7775940574165,0.01648794673383236,1.0229676426536857e-05,2.9697377681732178,0.24156417603704383,0.0,0.0
piano,development,adapt_drive_t14,-3.0,-14,-14.0,-1.3,0.0,True,15.13979789631504,10.679065746065975,11.3,11.4,12.637633448844253,1.174034725592069,8.718026882896798,0.7472672798680478,-2.2563761962488984,-0.23049746437300112,0.2575626101753968,1.1040397882461548,0.002955433377156223,0.6871498131844477,2.661469330430383,-0.010146654428013453,-13.797953405505206,707433810374b14e50a5aa3b6b99d8230e92b0d55f74ef2326ca625e9aa80471,0.0,0.0,2.03871750831604,0.0639074776183221,0.0,0.0
piano,development,adapt_drive_t9,4.5,-9,-9.0,-1.4,0.0,True,9.889558840901332,9.419532842968017,7.9,8.100000000000001,9.160152030720214,-2.303446704009298,6.233770894493699,1.3599413615720515,-2.3684816657609935,-0.3426029334649492,0.2696530799920198,2.661129951477051,0.1754647239442589,24.718287784374596,2.0911421172169047,4.052005483583229,-8.653853023036094,99f56b78b517144207469607fb161c05c27f20caa592fd32e83d9c5d635c95d4,0.7261245250701904,0.00519268856172098,4.366303443908691,0.8506158853938874,0.0,0.0
piano,development,comp_off_t14,0,-14,-14.0,-2.6,0.0,True,13.855681523088474,10.564484366675075,11.5,11.5,12.773268728586505,1.3096700053343202,7.857095342193473,0.6032802749985784,-1.9667166699673608,0.059162061908536456,0.2256494987539062,1.9631057977676392,0.014302450385442806,2.7237768906081685,2.5347386918061865,1.331602308858686,-12.5052302890958,d48bfd8b3a12c755d8b27390a7073912eb90c473a2577c1fca8ebff6eef342a8,0.0,0.0,0.0,0.0,0.0,0.0
piano,development,comp_off_t9,0,-9,-12.4,-1.0,3.4000000000000004,True,13.85568172195525,10.565850481669477,11.5,11.499999999999998,12.773268734934321,1.3096700002048092,7.857095464037631,0.6032801974524489,-1.9667166690082893,0.059162063287754973,0.2256494986501211,1.9631057977676392,0.014302450385442806,2.7237768906081685,2.5347386918061865,1.331602308858686,-12.5052302890958,263cf4dfb30a3e202285c9372ec24841d013785085ba6d25208b568b4e81109d,0.0,0.0,0.0,0.0,0.0,0.0
piano,development,continuous_drive_t14,0.0,-14,-14.0,-1.4,0.0,True,15.07666681082239,11.137731689752798,10.9,10.899999999999999,12.096351452574085,0.6327527293219006,9.463408919742191,0.41678372995738755,-2.0212872469736993,0.004591484902197962,0.23203840891621455,3.4288690090179443,0.018537894271071897,2.7257999585839343,-0.008232926425479091,0.10249667856833082,-13.751221172956154,93d0ff2cbfb14f29498bbb500f17f31d9ba8e962f515fcb29630635e74bf8b81,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
piano,development,continuous_drive_t9,6.0,-9,-9.9,-1.0,0.9000000000000004,True,11.213289208179383,10.368750786633854,7.5,7.6,8.726646014036824,-2.7369527206926882,7.9783990667760705,1.4957273173760939,-2.130419850952163,-0.10454111865611848,0.244507628970261,7.708592891693115,0.3852843110037159,30.291874154260977,-0.02240302380855623,0.282112556090553,-9.981767017544373,d439421ef33b084f5b0b1b678058106655e61bb69483e731e0f316f5b2aee249,1.2346094846725464,0.015606413794356377,4.850597858428955,1.1612825816439694,0.0,0.0
piano,development,continuous_t14,0,-14,-14.0,-1.4,0.0,True,15.07666681082239,11.137731689752798,10.9,10.899999999999999,12.096351452574085,0.6327527293219006,9.463408919742191,0.41678372995738755,-2.0212872469736993,0.004591484902197962,0.23203840891621455,3.4288690090179443,0.018537894271071897,2.7257999585839343,-0.008232926425479091,0.10249667856833082,-13.751221172956154,93d0ff2cbfb14f29498bbb500f17f31d9ba8e962f515fcb29630635e74bf8b81,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
piano,development,continuous_t9,0,-9,-13.7,-1.0,4.699999999999999,True,15.0766677218022,11.1377326015733,10.9,10.899999999999999,12.096351454677377,0.6327527199478649,9.4634088554599,0.41678371574498385,-2.0212872475138766,0.004591484782167754,0.23203840897758424,3.4288690090179443,0.018537894271071897,2.7257999585839343,-0.008232926425479091,0.10249667856833082,-13.751221172956154,421b8b8a3724805979cb54d03bc1374370e3826fc95cc8c6569da675fe936c35,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
piano,development,control_t14,0,-14,-14.0,-3.8,0.0,True,12.594298584858475,10.291012829763208,10.3,10.3,11.463598723252185,0.0,7.565325762505966,0.0,-2.0258787318758973,0.0,0.2322467762055051,2.0356979370117188,0.02425492130128857,4.936967793894381,2.475087754871545,1.4952711314470226,-11.291962720646703,504571a592c71033972bcf774370aad0bd9d12524f9dd9010ef267dbb8da0cdb,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
piano,development,control_t9,0,-9,-11.2,-1.0,2.1999999999999993,True,12.594297628118072,10.29141071823798,10.3,10.400000000000002,11.463598734729512,0.0,7.565326031887098,0.0,-2.0258787322960443,0.0,0.23224677625025783,2.0356979370117188,0.02425492130128857,4.936967793894381,2.475087754871545,1.4952711314470226,-11.291962720646703,fbd4c0497c60883346cc57b235b0499b3b5bb45b04d306f8077441649792ab5c,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
piano,development,density25_t14,0,-14,-14.0,-3.1,0.0,True,13.37050344621043,10.464447923116278,11.4,11.399999999999999,12.567090353337903,1.1034916300857187,7.736172032800224,0.5295782871494801,-1.9729459273763954,0.052932804499501884,0.2263220728132686,2.1394777297973633,0.019984747816277106,3.625644682434019,2.4947919361127915,1.7572969618130065,-12.025033813703951,3d786418a6ea334c1b83358fe0929417fc152eaf84fc9caf7dbaa4ebd2e19577,0.0,0.0,0.6207628846168518,0.004473465315390738,0.0,0.0
piano,development,density25_t9,0,-9,-11.9,-1.0,2.9000000000000004,True,13.370502532861444,10.465940415148095,11.4,11.399999999999999,12.567090346247696,1.1034916115181836,7.736171633164357,0.529578145188129,-1.9729459290720222,0.05293280322402216,0.22632207298458662,2.1394777297973633,0.019984747816277106,3.625644682434019,2.4947919361127915,1.7572969618130065,-12.025033813703951,852c094087ed07c03be8a18494ce93366b4527a2c6509c6389077b6680502d67,0.0,0.0,0.6207628846168518,0.004473465315390738,0.0,0.0
piano,development,density75_t14,0,-14,-14.0,-4.2,0.0,True,12.177651775666577,10.19039135961477,9.4,9.5,10.6171503977467,-0.8464483255054844,7.643060903467893,0.4899607658195997,-2.078935567651243,-0.05305683577534559,0.2381482565970566,2.0550272464752197,0.027245637931808574,5.816888707848299,2.465285985696131,1.5424583263639073,-10.90718585248726,7b9b2f737a374abb20ff725c57897506ac4ece2c7240623eb09c31ea210819f8,0.21080391108989716,0.0005153013314487389,4.582821369171143,0.5364043449109667,0.0,0.0
piano,development,density75_t9,0,-9,-10.8,-1.0,1.8000000000000007,True,12.177652047315256,10.194988119045629,9.4,9.6,10.617150397825382,-0.84644833690413,7.64306073688668,0.4899607579942593,-2.0789355683853934,-0.05305683608934908,0.23814825667720715,2.0550272464752197,0.027245637931808574,5.816888707848299,2.465285985696131,1.5424583263639073,-10.90718585248726,0fd67cbcb3b195d8bcdc3bc50be727358639531e29174ae812c884076f43b399,0.21080391108989716,0.0005153013314487389,4.582821369171143,0.5364043449109667,0.0,0.0
piano,development,drive_t14,-3.0,-14,-14.0,-1.5,0.0,True,14.96463238185865,10.674683143237715,11.4,11.4,12.606242953470073,1.142644230217888,8.628866236827733,0.6209052090135714,-1.9837199578938183,0.04215877398207901,0.22758883544258549,1.1790080070495605,0.0035365610579899008,0.8108183673659587,2.6503587737869343,0.07741359775402783,-13.621446027586025,160253867fd4ebea3e5eb8ccc189fc2914c83e36a44dddb77556872f680f1c45,0.0,0.0,2.057497262954712,0.06617712914798198,0.0,0.0
piano,development,drive_t9,4.5,-9,-9.0,-1.6,0.0,True,9.766092715882362,9.350590744020373,7.8,8.0,9.073268704925319,-2.3903300298041934,6.150004739306912,1.5133630353796974,-2.1012979452266585,-0.07541921293061415,0.24047956015375185,2.6784162521362305,0.1908106496096661,26.175862798712238,2.0619009469819334,4.19656188925427,-8.533141218406566,45ab3f092ee14913434a31df21bd3fc8378e86ae49d712872f754940212f85f7,0.776296854019165,0.005856083692409176,4.385085582733154,0.8627139861069334,0.0,0.0
piano,development,sat_half_t14,0,-14,-14.0,-3.6,0.0,True,12.829112971636071,10.376897349270696,10.4,10.399999999999999,11.534734300367244,0.07113557711505969,7.747337593185483,0.07914016841213112,-2.0257951143301653,8.361754573193991e-05,0.23226787315584696,2.1337697505950928,0.023102495748914757,4.61678887285336,2.238470855096687,1.3972143132940693,-11.524301184404573,dbafe7928c2b933e3ad8f7b867d0dcb20e7eb7aac2e2e124f0e9da5917267bef,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
piano,development,sat_half_t9,0,-9,-11.4,-1.0,2.4000000000000004,True,12.82911222242272,10.381731114462667,10.4,10.4,11.534734295606595,0.07113556087708339,7.747337801843591,0.07914005754706821,-2.025795114033068,8.361826297642594e-05,0.23226787311925567,2.1337697505950928,0.023102495748914757,4.61678887285336,2.238470855096687,1.3972143132940693,-11.524301184404573,8c3eaa2e309788f4887808dc7b6cd5186d806e7a126077a458ddb9a0fcbeacb5,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
piano,development,sat_off_t14,0,-14,-14.0,-1.4,0.0,True,15.07270581635457,11.155868103460943,10.9,10.899999999999999,12.094317760340399,0.6307190370882143,9.482141344002244,0.4145267138234985,-2.0213012669733588,0.0045774649025385195,0.23204882680011174,3.5314676761627197,0.019506983633250426,2.8395577527942772,0.0,0.0,-13.747252035382,3d231760e60f322b583a257ff3173cc131da87647a3eb36159653ef7504551b2,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
piano,development,sat_off_t9,0,-9,-13.7,-1.0,4.699999999999999,True,15.072706057235186,11.155869169959661,10.9,10.999999999999998,12.094317757564536,0.6307190228350237,9.482141459174592,0.41452664201454326,-2.0213012702582627,0.004577462037781643,0.23204882715607064,3.5314676761627197,0.019506983633250426,2.8395577527942772,0.0,0.0,-13.747252035382,be2999508e928bb85c441d61e3421a4d4a0b45f1d85ea6be6cf772957c46bc05,0.02476670779287815,1.9625878942128406e-05,2.9885306358337402,0.247279779419978,0.0,0.0
aphelion,holdout,adapt0_t14,0,-14,-14.0,-6.1,0.0,True,9.323579434124767,8.533837862035533,8.5,8.639999999999999,17.089572162158923,-0.21231056157165185,7.9924322504061704,0.23284181918137214,1.2186882074213339,0.4224071250280236,-0.14249490077014498,2.503925323486328,0.3625950308770229,49.335249842425554,2.0225888598811546,3.071082626641222,-8.990819108754078,a036b0cf3debcbb46bbbbeeb7cc6c9eb1000e63c535379cce18aef71840a42e0,3.221057176589966,0.538585131930832,2.218122720718384,0.3285953036749772,0.0,0.0
aphelion,holdout,adapt0_t9,0,-9,-9.0,-1.1,0.0,True,9.323580398673265,8.53961205274487,8.5,8.7,17.089572183303503,-0.2123105517257713,7.992432065421696,0.23284183308202167,1.2186882074003595,0.42240712568748784,-0.14249490079113206,2.503925323486328,0.3625950308770229,49.335249842425554,2.0225888598811546,3.071082626641222,-8.990819108754078,50dedc28ab235bfec6902419a3b18451b2684d0e6f575fa5d05c2e7a906a08b1,3.221057176589966,0.538585131930832,2.218122720718384,0.3285953036749772,0.0,0.0
aphelion,holdout,adapt100_t14,0,-14,-14.0,-5.8,0.0,True,9.682871694387943,8.87710362076026,8.9,9.0,17.320920513940507,0.019037790209932126,8.313598911969944,0.023447402355529334,0.6130357248242689,-0.18324535756904137,-0.07206695941660066,2.3740646839141846,0.2856029716704419,43.72298968329752,2.1122314027721742,2.506961349435675,-9.309313758703384,c7d6bf7aacaa1b3af3392f29d6f78ba2fe296aa291c6bef1ff67e27023871a74,3.091524124145508,0.47867013664427754,2.202575922012329,0.3142692663122004,0.0,0.0
aphelion,holdout,adapt100_t9,0,-9,-9.2,-1.0,0.1999999999999993,True,9.682871132851144,8.886441177597806,8.9,9.069999999999999,17.32092052573568,0.0190377907064061,8.313599003044498,0.02344740234869036,0.6130357240341269,-0.18324535767874484,-0.07206695933401171,2.3740646839141846,0.2856029716704419,43.72298968329752,2.1122314027721742,2.506961349435675,-9.309313758703384,9e195002ae1a24d2db5e22586fa65b47f8a7d7a012bf358eb59b03aa89e591ff,3.091524124145508,0.47867013664427754,2.202575922012329,0.3142692663122004,0.0,0.0
